Code,CamId,Name,Location,Type,Publish,Management Unit,CamStatus,PTZ,Angle,DisplayName,VideoUrl,VideoStreaming,StartTime,EndTime
TTH 406,662b86c41afb9c00172dd31c,TTH 406,"[10.7918902432446, 106.691054105759]",tth,True,,UP,True,,Trần Quang Khải - Trần Khắc Chân,,0,4/29/24 14:03,11/18/25 17:15
TTH 21.84,5a6065c58576340017d06615,TTH 21.84,"[10.8797100979598, 106.677986383438]",tth,True,,UP,False,210,Tô Ngọc Vân – TX25,,0,1/19/18 7:00,11/9/25 17:20
TTH 300,6623f4df6f998a001b2528eb,TTH 300,"[10.8361932799182, 106.713809967041]",tth,True,,UP,True,,Quốc Lộ 13 - cầu Ông Dầu,,0,4/29/24 14:04,11/18/25 16:44
TTH 374,662b7ce71afb9c00172dc676,TTH 374,"[10.7726452614037, 106.691064834595]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Bùi Thị Xuân,,0,4/29/24 14:04,11/18/25 17:27
TTH 22.7,583f969161cfea0012cf68f7,TTH 22.7,"[10.7646823693643, 106.781423091888]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,300,Nguyễn Thị Định - Đường D,,0,5/20/17 11:14,11/9/25 15:50
IDICO-QL1 29,59ca317602eb490011a0a408,IDICO-QL1 29,"[10.7492355507977, 106.593974232674]",tth,True,,UP,False,330,QL1 - Tỉnh lộ 10 B (2),http://camera.thongtingiaothong.vn/s/59ca317602eb490011a0a408/index.m3u8,1,9/23/24 7:10,11/10/25 18:30
TTH 273,6623e8da6f998a001b2524a6,TTH 273,"[10.8032933150268, 106.684530973434]",tth,True,,UP,True,,Phan Đăng Lưu - Thích Quảng Đức,,0,4/29/24 14:03,11/18/25 17:19
TTH 18.2,56de42f611f398ec0c481299,TTH 18.2,"[10.7265671915496, 106.620351076126]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,255,Võ Văn Kiệt - An Dương Vương 2,,0,5/20/17 11:14,11/8/25 23:20
TTH 419,66b1c426779f74001867415e,TTH 419,"[10.8010801833774, 106.715161800385]",tth,True,,UP,True,,Điện Biên Phủ - Nguyễn Gia Trí,,0,8/6/24 13:50,11/12/25 7:51
TTH 21.59,595dc29c3dcfc400106f2894,TTH 21.59,"[10.8610818827294, 106.686397790909]",tth,True,,UP,False,,Quốc lộ 1 - Rạch Láng Le 1,http://camera.thongtingiaothong.vn/s/595dc29c3dcfc400106f2894/index.m3u8,1,11/4/17 7:09,11/5/25 19:40
TTH 292,6623f1046f998a001b2527db,TTH 292,"[10.7821519725547, 106.636122465134]",tth,True,,UP,False,,Lũy Bán Bích - Thoại Ngọc Hầu,,0,4/29/24 14:03,11/18/25 17:25
TTH 1.8,5d9de4de766c880017188cbb,TTH 1.8,"[10.796827763223, 106.790762543678]",tth,True,,UP,False,270,Cao tốc LTDG - Võ Chí Công,,0,6/13/22 7:14,10/23/25 15:50
TTH 299.1,6623f44f6f998a001b2528aa,TTH 299.1,"[10.8349709243101, 106.765716075897]",tth,True,,UP,True,,Võ Nguyên Giáp - Đỗ Xuân Hợp (1),,0,4/29/24 14:02,11/18/25 17:16
TTH 308,662a881a1afb9c00172d2559,TTH 308,"[10.7380517925754, 106.61497592926]",tth,True,,UP,True,,Kinh Dương Vương - Tên Lửa,http://125.234.114.126:11984/api/stream.m3u8?src=Kinh%20D%C6%B0%C6%A1ng%20V%C6%B0%C6%A1ng%20-%20T%C3%AAn%20L%E1%BB%ADa&mp4,1,4/29/24 14:03,11/18/25 17:26
TTH 24.4,5a605f828576340017d06608,TTH 24.4,"[10.8243119827038, 106.686521172523]",tth_axis,True,,NOT_IMAGE,False,180,Nguyễn Thái Sơn - Nguyễn Văn Nghi 1,,0,1/19/18 7:00,1/6/23 16:47
TTH 423,6818833d6dfb4b0018f8ee9d,TTH 423,"[10.7736992353084, 106.509790420532]",tth,True,,UP,False,,Mai Bá Hương - Kênh 4,,0,5/5/25 17:21,11/20/25 0:21
TTH 457,68188fe36dfb4b0018f90520,TTH 457,"[10.7536098581137, 106.575021743774]",tth,True,,NOT_IMAGE,False,315,Trần Văn Giàu - đường Kênh 1,,0,5/5/25 17:21,10/16/25 20:40
TTH 335,662b4ecb1afb9c00172d8692,TTH 335,"[10.7576784340111, 106.658009290695]",tth,True,,UP,True,,Nguyễn Chí Thanh - Thuận Kiều,,0,4/29/24 14:03,11/18/25 17:27
ITS 8.2,5deb576d1dc17d7c5515ad15,ITS 8.2,"[10.781944, 106.704602]",tth,True,,UP,True,,Lý Tự Trọng - Chu Mạnh Trinh,,0,12/10/19 9:15,11/18/25 17:26
TTH 29.4,5b8b2323ca057700116405d0,TTH 29.4,"[10.8129465937096, 106.664902567863]",tth,True,,UP,False,,Trường Sơn - Ga Quốc Nội 2,,0,12/10/19 9:16,11/9/25 16:40
TTH 442,68188a226dfb4b0018f8f70a,TTH 442,"[10.7304200365785, 106.577017307281]",tth,True,,UP,False,255,Trần Đại Nghĩa - Võ Trần Chí,,0,5/5/25 17:21,11/13/25 21:31
TTH 440,681889a96dfb4b0018f8f67e,TTH 440,"[10.7590644777735, 106.571368575096]",tth,True,,UP,False,,Trần Văn Giàu - cầu Tân Tạo,,0,5/5/25 17:21,11/13/25 21:41
TTH 197,63ae7a50bfd3d90017e8f2b2,TTH 197,"[10.7697784337206, 106.670830249786]",tth,True,,UP,True,,Ba Tháng Hai – Sư Vạn Hạnh,,0,12/30/22 13:00,7/17/25 9:45
TTH 44.4,587ee0ecb807da0011e33d50,TTH 44.4,"[10.8019970541825, 106.696482896805]",tth,True,,UP,False,15,Phan Đăng Lưu - Lê Văn Duyệt,,0,5/20/17 11:14,7/17/25 9:44
TTH 11.1,56de42f611f398ec0c48128f,TTH 11.1,"[10.751960277381, 106.677197813988]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,75,Võ Văn Kiệt - Huỳnh Mẫn Đạt,,0,5/20/17 11:14,11/8/25 23:20
TTH 22.4,56de42f611f398ec0c4812a2,TTH 22.4,"[10.7701157, 106.7755866]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,270,Nút giao Mỹ Thủy 2,,0,5/20/17 11:14,11/9/25 16:14
TTH 34.11,58b571c817139d0010f35d5d,TTH 34.11,"[10.794472307568, 106.677948832512]",tth_axis,True,,UP,False,90,Nguyễn Văn Trỗi - Trần Huy Liệu,,0,5/20/17 11:14,11/7/25 11:51
TTH 245,63bd1f21bfd3d90017ec3d04,TTH 245,"[10.7052043577961, 106.737660169601]",tth,True,,UP,True,,Huỳnh Tấn Phát - Phạm Hữu Lầu,,0,1/10/23 15:40,7/17/25 9:44
TTH 26.4,58df4d95dc195800111e04b9,TTH 26.4,"[10.8079619154301, 106.672879457474]",tth,True,,UP,False,60,Phổ Quang - Hoàng Minh Giám,,0,5/20/17 11:14,7/17/25 9:44
TTH 21.3,586e28a0f9fab7001111b0b3,TTH 21.3,"[10.872081942303, 106.768741607666]",tth,True,,UP,False,120,Quốc lộ 1 - KCX Linh Trung 1,,0,5/20/17 11:14,7/2/25 23:44
TTH 21.69,595dd8463dcfc400106f28b2,TTH 21.69,"[10.8619248135124, 106.654415130615]",tth,True,,UP,False,75,Quốc lộ 1 - Đường Lê Thị Riêng 2,,0,7/21/18 7:03,11/5/25 19:40
TTH 145,5d8cd4ee766c880017188946,TTH 145,"[10.7918902432446, 106.671452522278]",tth,True,,UP,False,120,Lê Văn Sỹ - Huỳnh Văn Bánh,,0,12/10/19 9:14,11/10/25 14:50
TTH 385,662b81721afb9c00172dcc44,TTH 385,"[10.7927439077816, 106.696075201035]",tth,True,,UP,True,,Đinh Tiên Hoàng - Trần Quang Khải,,0,4/29/24 14:03,11/18/25 16:46
TTH 22.6.1,67e217c43215f90017863bc8,TTH 22.6.1,"[10.7659102810674, 106.77956700325]",tth,True,,UP,False,120,Nguyễn Thị Định - Đường C (20-1),,0,3/25/25 9:51,11/18/25 16:29
TTH 417,66b1c3c2779f740018674125,TTH 417,"[10.7459416028391, 106.624095439911]",tth,True,,UP,True,,Vòng xoay Mũi Tàu Phú Lâm,http://125.234.114.126:11984/api/stream.m3u8?src=V%C3%B2ng%20xoay%20M%C5%A9i%20t%C3%A0u%20Ph%C3%BA%20L%C3%A2m&mp4,1,8/6/24 13:50,11/18/25 17:22
TTH 124.1,5a8269c45058170011f6eae4,TTH 124.1,"[10.7409610852775, 106.7367374897]",tth,True,,UP,False,45,Nguyễn Văn Quỳ - Cầu Phú Mỹ,,0,2/22/18 7:04,11/19/25 15:11
TTH 13.2,56de42f611f398ec0c481297,TTH 13.2,"[10.7503686605855, 106.670079231262]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,270,Võ Văn Kiệt - Nguyễn Tri Phương 2,,0,5/20/17 11:14,11/15/25 4:50
TTH 10.1,5822adbbedeb6c0012a2d65f,TTH 10.1,"[10.7519444666594, 106.68367266655]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,270,Võ Văn Kiệt - Cầu Chữ Y 1,,0,5/20/17 11:14,11/20/25 5:51
ITS 3.1,5deb576d1dc17d7c5515ad00,ITS 3.1,"[10.7866311946675, 106.693720221519]",tth,True,,NOT_IMAGE,True,,Điện Biên Phủ - Hai Bà Trưng,,0,12/10/19 9:16,5/20/24 10:40
TTH 259,6623e43e6f998a001b2522cb,TTH 259,"[10.7748059039379, 106.690624952316]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Bà Huyện Thanh Quan,,0,4/29/24 14:03,11/18/25 17:35
TTH 102.1,5a823e425058170011f6eaa4,TTH 102.1,"[10.7917743133057, 106.695774793625]",tth,True,,UP,False,45,Đinh Tiên Hoàng - Võ Thị Sáu 1,,0,2/22/18 7:04,11/13/25 21:51
TTH 247,649da72ca6068200171a6dbb,TTH 247,"[10.7710748334425, 106.70635342598]",tth,True,,UP,True,,Tôn Đức Thắng - Hàm Nghi,,0,6/29/23 23:15,10/23/25 6:10
IDICO-QL1 36,5a6088218576340017d06693,IDICO-QL1 36,"[10.7235049089888, 106.601693630219]",tth,True,,UP,False,345,QL1 - Nút giao An Lạc 2,http://125.234.114.126:11984/api/stream.m3u8?src=N%C3%BAt%20giao%20An%20L%E1%BA%A1c%202&mp4,1,1/24/25 7:13,11/14/25 21:41
TTH 237,63b65fd8bfd3d90017eaa461,TTH 237,"[10.7956526724414, 106.696085929871]",tth,True,,UP,True,,Lê Văn Duyệt - Vũ Huy Tấn,,0,1/5/23 12:40,7/17/25 9:45
ITS 6.2,5deb576d1dc17d7c5515ad08,ITS 6.2,"[10.8041364085074, 106.637651324272]",tth,True,,UP,True,,Cộng Hòa - Tân Kỳ Tân Quý,,0,12/10/19 9:14,11/18/25 17:10
TTH 21.62,595dc70d3dcfc400106f289a,TTH 21.62,"[10.8615244216871, 106.679971218109]",tth,True,,NOT_IMAGE,False,270,Quốc lộ 1 - Ngã 4 Ga,http://camera.thongtingiaothong.vn/s/595dc70d3dcfc400106f289a/index.m3u8,1,11/4/17 7:09,11/16/25 10:40
TTH 40.3,587c79e9b807da0011e33d3d,TTH 40.3,"[10.7986878751089, 106.718965172768]",tth,True,,UP,False,315,Điện Biên Phủ - Nguyễn Văn Thương 2,,0,5/20/17 11:14,10/23/25 6:10
TTH 233.1,63b65ebebfd3d90017eaa3ae,TTH 233.1,"[10.7891447995017, 106.71642780304]",tth,True,,UP,True,,Nguyễn Hữu Cảnh - Ngô Tất Tố 2 (Dạ cầu Thủ Thiêm 1),,0,1/5/23 12:40,7/17/25 9:45
TTH 38.3,5874769eb807da0011e33cec,TTH 38.3,"[10.8001053464053, 106.657757163048]",tth,True,,UP,True,345,Cộng Hòa - Út Tịch 2,,0,5/20/17 11:14,11/11/25 16:30
TTH 242.2,63b660f8bfd3d90017eaa4ea,TTH 242.2,"[10.7526506780822, 106.723862886429]",tth,True,,UP,True,,Cầu Tân Thuận 2 - Q7 (Q7-Q4),,0,1/5/23 12:40,11/4/25 21:30
TTH 36.1,58af994abd82540010390c37,TTH 36.1,"[10.7826315159924, 106.706235408783]",tth,True,,UP,True,195,Nguyễn Hữu Cảnh - Tôn Đức Thắng,,0,2/26/22 7:12,11/16/25 12:10
TTH 23,56df8108c062921100c143db,TTH 23,"[10.8090315732439, 106.674022078514]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,75,Hoàng Minh Giám - Hồng Hà,,0,5/20/17 11:14,11/8/25 21:40
TTH 191,63ae7903bfd3d90017e8f211,TTH 191,"[10.7483923035435, 106.636669635773]",tth,True,,UP,True,,Hậu Giang - Hẻm 491,,0,12/30/22 13:00,7/2/25 23:44
TTH 186.2,63ae7727bfd3d90017e8f14a,TTH 186.2,"[10.7635071530486, 106.703719496727]",tth,True,,UP,True,,Hoàng Diệu - Đoàn Văn Bơ 2,,0,12/30/22 13:00,11/13/25 12:21
TTH 297.2,6623f36e6f998a001b252878,TTH 297.2,"[10.8663923069317, 106.762282848358]",tth,True,,UP,True,,Phạm Văn Đồng - Kha Vạn Cân 2,,0,4/29/24 14:03,11/18/25 17:17
TTH 173,5d9ddec9766c880017188c9c,TTH 173,"[10.8021551350728, 106.711503267288]",tth,True,,UP,False,345,Nút giao Hàng Xanh 5 (Hàng Xanh - Bạch Đằng),,0,12/10/19 9:15,10/23/25 6:10
ITS 3.4,5deb576d1dc17d7c5515ad02,ITS 3.4,"[10.7843441648872, 106.691552996635]",tth,True,,UP,True,,Điện Biên Phủ - Pasteur,,0,12/10/19 9:15,11/18/25 16:38
TTH 430,681885ff6dfb4b0018f8f1ee,TTH 430,"[10.7541368788109, 106.519575119019]",tth,True,,UP,False,300,Trần Đại Nghĩa - Kênh A,,0,5/5/25 17:21,10/31/25 6:30
TTH 195,63ae79aabfd3d90017e8f26a,TTH 195,"[10.7858618271433, 106.6664904356]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Trường Sơn,,0,12/30/22 13:00,7/17/25 10:34
TTH 152,5d8cd7fb766c880017188954,TTH 152,"[10.8291383225836, 106.722366213799]",tth,True,,UP,False,60,Phạm Văn Đồng - Đường 20 (hướng đi Sân bay),,0,12/10/19 9:14,7/2/25 23:44
TTH 14.1,56de42f611f398ec0c481293,TTH 14.1,"[10.7499786604875, 106.663234233856]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,75,Võ Văn Kiệt - Hải Thượng Lãn Ông 1,http://camera.thongtingiaothong.vn/s/56de42f611f398ec0c481293/index.m3u8,1,5/20/17 11:14,11/15/25 4:20
TTH 241,63b66089bfd3d90017eaa4bd,TTH 241,"[10.8114079914905, 106.695753335953]",tth,True,,UP,True,,Nơ Trang Long - Chu Văn An,,0,1/5/23 12:40,10/19/25 17:30
TTH 194,63ae798abfd3d90017e8f255,TTH 194,"[10.7869104851311, 106.664623618126]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Bắc Hải,,0,12/30/22 13:00,11/20/25 6:41
TTH 314.2,662a89f51afb9c00172d26ef,TTH 314.2,"[10.7024001433989, 106.634652614593]",tth,True,,UP,True,,Nguyễn Văn Linh - Trịnh Quang Nghị 2,,0,4/29/24 14:02,11/20/25 8:21
TTH 176.2,6318287ec9eae60017a19f36,TTH 176.2,"[10.7865626894198, 106.701729297638]",tth,True,,UP,False,285,Nguyễn Thị Minh Khai - Đinh Tiên Hoàng 2,,0,12/28/22 11:04,7/17/25 9:45
TTH 0009,6792f3058c5ed4001b27f58e,TTH 0009,"[10.7937661942221, 106.505670547485]",tth,True,,UP,False,,Trần Văn Giàu - Cầu Đôi,http://125.234.114.126:11984/api/stream.m3u8?src=Tr%E1%BA%A7n%20V%C4%83n%20Gi%C3%A0u%20-%20c%E1%BA%A7u%20%C4%90%C3%B4i&mp4,1,1/24/25 9:11,11/20/25 3:20
TTH 38.4,587476e3b807da0011e33cee,TTH 38.4,"[10.8010380283306, 106.657853722572]",tth,True,,UP,False,270,Cộng Hòa - Út Tịch 1,,0,5/20/17 11:14,10/23/25 6:10
TTH 99,597bf277faa7ea0011c7c29f,TTH 99,"[10.8208924000834, 106.792302131653]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,225,Cầu Phú Hữu 2,,0,6/13/22 7:15,10/28/25 11:21
TTH 1.7,5d9de49d766c880017188cb9,TTH 1.7,"[10.7961796195486, 106.778848171234]",tth,True,,UP,False,75,Cao tốc LTDG - Đỗ Xuân Hợp 2,,0,12/10/19 9:16,11/15/25 12:19
TTH 175,5d9ddf49766c880017188ca0,TTH 175,"[10.8012277259948, 106.712324023247]",tth,True,,UP,False,,Nút giao Hàng Xanh 7 (Hàng Xanh - Cầu Văn Thánh),,0,12/10/19 9:15,10/23/25 6:10
TTH 182,63ae763bbfd3d90017e8f0c4,TTH 182,"[10.7662581006404, 106.678780317307]",tth,True,,UP,False,,Lý Thái Tổ - Nguyễn Đình Chiểu,,0,12/30/22 13:00,7/17/25 9:45
TTH 158,5d8cda6a766c880017188960,TTH 158,"[10.8411932946322, 106.743823885918]",tth,True,,UP,True,240,Phạm Văn Đồng - Kha Vạn Cân (hướng đi Sân bay),,0,12/10/19 9:15,7/17/25 9:44
TTH 383,662b80e81afb9c00172dcbec,TTH 383,"[10.7730352321784, 106.690050959587]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Sương Nguyệt Anh,,0,4/29/24 14:02,11/18/25 17:25
TTH 422,681826506dfb4b0018f83e64,TTH 422,"[10.7767346595405, 106.511378288269]",tth,True,,NOT_IMAGE,False,15,Mai Bá Hương - Kênh 3,,0,5/5/25 9:51,10/16/25 20:40
TTH 24.2,56df84abc062921100c143e5,TTH 24.2,"[10.8142217306645, 106.679236292839]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,330,Nút giao Nguyễn Thái Sơn 3 (Phạm Văn Đồng),,0,5/20/17 11:14,10/25/25 12:30
TTH 304,662a86a11afb9c00172d2410,TTH 304,"[10.7456043005395, 106.65856719017]",tth,True,,UP,True,,Tùng Thiện Vương - Cao Xuân Dục,,0,4/29/24 14:02,11/18/25 17:04
IDICO-QL1 17,5a6083198576340017d0667a,IDICO-QL1 17,"[10.7900142805592, 106.595411896706]",tth,True,,UP,False,120,QL1 - Tân Kỳ Tân Quý 1,,0,7/22/25 7:15,11/14/25 21:40
TTH 9.1,56de42f611f398ec0c48128b,TTH 9.1,"[10.7543213358374, 106.68691277504]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,180,Võ Văn Kiệt - Nguyễn Văn Cừ 1,,0,5/20/17 11:14,11/8/25 23:10
TTH 35.2,58e49ff8d9d6200011e0b9d4,TTH 35.2,"[10.7863150164711, 106.687223911285]",tth,True,,UP,True,105,Nam Kỳ Khởi Nghĩa - Trần Quốc Toản,,0,5/20/17 11:14,10/23/25 6:10
TTH 429,681885a26dfb4b0018f8f176,TTH 429,"[10.766405660338, 106.524939537048]",tth,True,,UP,False,,Lê Đình Chi - Kênh 4,,0,5/5/25 17:21,11/18/25 23:10
TTH 102.2,5a8241105058170011f6eaa6,TTH 102.2,"[10.7919218604929, 106.695785522461]",tth,True,,UP,False,135,Đinh Tiên Hoàng - Võ Thị Sáu 2,,0,2/22/18 7:04,11/13/25 21:51
TTH 250,65e054fb6b18080018db6632,TTH 250,"[10.7832164525575, 106.701187491417]",tth,True,,UP,True,,Lê Duẩn - Mạc Đĩnh Chi,,0,2/29/24 17:10,11/18/25 17:15
TTH 118.2,5a825ded5058170011f6ead7,TTH 118.2,"[10.6484508725221, 106.655831336975]",tth,True,,UP,False,345,Quốc lộ 50 - Cầu Ông Thìn (2),,0,2/22/18 7:04,11/18/25 18:11
TTH 160,5d8cdb0a766c880017188964,TTH 160,"[10.7937134991298, 106.651657819748]",tth,True,,UP,False,90,Trường Chinh - Xuân Hồng,,0,12/10/19 9:16,11/14/25 4:40
TTH 446,68188bb96dfb4b0018f8fdbf,TTH 446,"[10.7860515343869, 106.55412197113]",tth,True,,UP,False,15,Vĩnh Lộc - Trần Hải Phụng,,0,5/5/25 17:21,10/23/25 6:10
TTH 25.2,56df833ac062921100c143e1,TTH 25.2,"[10.7403707962704, 106.701048016548]",tth_axis,True,Management Center of Sai Gon River Tunnel,NOT_IMAGE,False,270,Nguyễn Hữu Thọ - Nguyễn Thị Thập 2,,0,5/20/17 11:14,1/6/23 16:47
IDICO-QL1 16,5a6082698576340017d06678,IDICO-QL1 16,"[10.7947673992211, 106.59654378891]",tth,True,,UP,True,15,QL1 - Trạm thu phí AS-AL 2,,0,1/3/23 7:12,11/14/25 21:42
TTH 0002,6792efe48c5ed4001b27f336,TTH 0002,"[10.8735359428243, 106.808030605316]",tth,True,,UP,False,,Xa Lộ Hà Nội - Cổng ĐH An ninh,http://125.234.114.126:11984/api/stream.m3u8?src=Qu%E1%BB%91c%20l%E1%BB%99%201%20-%20%C4%90H%20An%20Ninh&mp4,1,1/24/25 9:11,10/23/25 6:10
TTH 231.3,63b5503bbfd3d90017ea7ccc,TTH 231.3,"[10.7697468141455, 106.775082349777]",tth,True,,UP,True,,Nút giao Mỹ Thủy (7),,0,1/4/23 17:10,11/13/25 0:31
TTH 305.1,662a873b1afb9c00172d2483,TTH 305.1,"[10.7489509551128, 106.581823825836]",tth,True,,UP,True,,Võ Trần Chí - Trần Văn Giàu 1,,0,4/29/24 14:03,11/18/25 17:23
TTH 418,66b1c3fa779f740018674146,TTH 418,"[10.7991305062692, 106.723707318306]",tth,True,,UP,True,,Nguyễn Hữu Cảnh - Ung Văn Khiêm,,0,8/6/24 13:50,11/18/25 17:24
TTH 101.2,5ad0621c98d8fc001102e268,TTH 101.2,"[10.779137682017, 106.702335476875]",tth,True,,UP,False,300,Lý Tự Trọng - Hai Bà Trưng 2,,0,4/19/18 7:29,7/17/25 9:45
TTH 414,66b1c34d779f74001867409e,TTH 414,"[10.768197450899, 106.666828393936]",tth,True,,UP,True,,Ba Tháng Hai - Thành Thái,,0,8/6/24 13:50,11/18/25 17:21
TTH 21.77,595f89323dcfc400106f28ee,TTH 21.77,"[10.8532003648042, 106.633172035217]",tth,True,,UP,False,60,Quốc lộ 1 - BQB Cầu vượt Quang Trung A (hướng An Sương),,0,7/21/18 7:03,11/5/25 19:40
TTH 9.2,56de42f611f398ec0c48128c,TTH 9.2,"[10.7536415, 106.6864407]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,285,Võ Văn Kiệt - Nguyễn Văn Cừ 2,,0,6/13/22 7:08,11/15/25 6:50
TTH 354,662b558c1afb9c00172d8ed2,TTH 354,"[10.8351289878163, 106.663491725922]",tth,True,,UP,True,,625 Quang Trung,,0,4/29/24 14:02,11/18/25 17:15
TTH 299.2,6623f4836f998a001b2528bf,TTH 299.2,"[10.8354978023394, 106.765801906586]",tth,True,,UP,True,,Võ Nguyên Giáp - Đỗ Xuân Hợp (2),,0,4/29/24 14:03,11/18/25 17:31
TTH 401,662b85bf1afb9c00172dd149,TTH 401,"[10.7709694352995, 106.701128482819]",tth,True,,UP,True,,Nam Kỳ Khởi Nghĩa - Hàm Nghi,,0,4/29/24 14:04,11/18/25 17:10
TTH 21.52,595d98fc3dcfc400106f287b,TTH 21.52,"[10.8589376668263, 106.711578369141]",tth,True,,NOT_IMAGE,False,255,Quốc lộ 1 - An Phú Đông 13 (2),,0,7/21/18 7:03,12/28/22 11:13
TTH 10a,63b3c274bfd3d90017e9ab93,TTH 10a,"[10.7546955197447, 106.662520766258]",tth,True,,UP,True,,Hồng Bàng - Phù Đổng Thiên Vương,,0,1/3/23 13:30,11/17/25 13:00
TTH 438,6818887f6dfb4b0018f8f54c,TTH 438,"[10.7629906888237, 106.567468643188]",tth,True,,UP,False,,Trần Văn Giàu - Võ Văn Vân,,0,5/5/25 17:21,10/23/25 6:10
TTH 222,63b54bcdbfd3d90017ea7a82,TTH 222,"[10.8960825794088, 106.718090772629]",tth,True,,UP,True,,Tỉnh lộ 43 - KCX Linh Trung 2,,0,1/4/23 17:10,7/20/25 13:05
BD 1.2,68eddd0a230ee50017d040b2,BD 1.2,"[11.00805287907, 106.669006347656]",generic,True,,UP,False,300,Mỹ Phước Tân Vạn - Phạm Ngọc Thạch (2),,0,10/16/25 20:38,11/18/25 17:34
TTH 460.1,68a587d54e89b100173b6021,TTH 460.1,"[10.9836400150392, 106.576770544052]",tth,True,,UP,False,,Tỉnh Lộ 8 - Tỉnh Lộ 15 (1),,0,10/16/25 20:38,11/18/25 17:18
TTH 15.2,5b5995a3fd4edb0019c7d9ab,TTH 15.2,"[10.7489404145267, 106.660348176956]",tth,True,,UP,False,75,Võ Văn Kiệt - Cầu Chà Và 2 (trên cầu),,0,7/27/18 7:04,11/14/25 22:30
TTH 386,662b81a31afb9c00172dcc65,TTH 386,"[10.7805394362678, 106.693907976151]",tth,True,,UP,True,,Nam Kỳ Khởi Nghĩa - Võ Văn Tần,,0,4/29/24 14:03,11/18/25 17:27
TTH 200.3,63ae7b3cbfd3d90017e8f34d,TTH 200.3,"[10.7644610285251, 106.659817099571]",tth,True,,NOT_IMAGE,True,,Ba Tháng Hai - Lý Thường Kiệt 3,,0,12/30/22 13:00,11/17/25 16:40
TTH 176.1,6318283cc9eae60017a19f0c,TTH 176.1,"[10.7866101161314, 106.701568365097]",tth,True,,UP,False,,Nguyễn Thị Minh Khai - Đinh Tiên Hoàng 1,,0,12/28/22 11:03,7/17/25 9:45
ITS 1.4-1,5deb576d1dc17d7c5515acf6,ITS 1.4-1,"[10.765389, 106.681205]",tth,True,,UP,True,,Nút giao Ngã sáu Cộng Hòa,,0,12/10/19 9:15,11/14/25 16:01
TTH 21.10,58746488b807da0011e33cd7,TTH 21.10,"[10.8743050851613, 106.748507022858]",tth,True,,UP,False,60,Cầu vượt Sóng Thần 2,,0,5/20/17 11:14,10/21/25 15:40
TTH 392,662b83381afb9c00172dcf88,TTH 392,"[10.7846919631639, 106.695957183838]",tth,True,,UP,True,,Hai Bà Trưng - Nguyễn Đình Chiểu,,0,4/29/24 14:02,11/18/25 17:26
TTH 5.1,5822b5ededeb6c0012a2d66a,TTH 5.1,"[10.7732144077704, 106.722586154938]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,45,Mai Chí Thọ - Nguyễn Cơ Thạch 1,http://camera.thongtingiaothong.vn/s/5822b5ededeb6c0012a2d66a/index.m3u8,1,5/20/17 11:14,7/2/25 23:44
TTH 242.1,63b660d8bfd3d90017eaa4d5,TTH 242.1,"[10.7527666230832, 106.723691225052]",tth,True,,UP,True,,Cầu Tân Thuận 2 - Q7 (Q4-Q7),,0,1/5/23 12:40,7/17/25 9:45
TTH 201.1,63ae7be0bfd3d90017e8f3a8,TTH 201.1,"[10.7621527500863, 106.657199263573]",tth,True,,UP,True,,Ba Tháng Hai - Lê Đại Hành 1,,0,12/30/22 13:00,11/16/25 17:40
TTH 216,63b54a04bfd3d90017ea783e,TTH 216,"[10.8502078623705, 106.813673973084]",tth,True,,UP,True,,Lê Văn Việt - Hoàng Hữu Nam,,0,1/4/23 17:10,7/2/25 23:44
TTH 49.10,63b54f70bfd3d90017ea7c86,TTH 49.10,"[10.7985614089434, 106.726276874542]",tth,True,,UP,True,,Cầu Sài Gòn (10),,0,1/4/23 17:10,11/16/25 6:30
TTH 123.1,5a8267fe5058170011f6eae1,TTH 123.1,"[10.7235786992945, 106.697700619698]",tth,True,,UP,False,15,Lê Văn Lương - Cầu Rạch Đĩa,,0,2/22/18 7:04,10/23/25 6:10
TTH 21.51,595d984b3dcfc400106f2879,TTH 21.51,"[10.8589534719139, 106.711691021919]",tth,True,,UP,False,60,Quốc lộ 1 - An Phú Đông 13 (1),,0,7/21/18 7:03,11/5/25 19:41
TTH 21.2,58746122b807da0011e33cc5,TTH 21.2,"[10.8672299545045, 106.787940859795]",tth,True,,UP,False,90,Quốc lộ 1 - ĐH Nông Lâm 2,,0,5/20/17 11:14,7/2/25 23:44
